master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
sll_001_021,SLL,001/021,ポケモン,草,ストライク,,F,False
sll_002_021,SLL,002/021,ポケモン,闘,アサナン,,F,False
sll_003_021,SLL,003/021,ポケモン,闘,チャーレム,,F,False
sll_004_021,SLL,004/021,ポケモン,闘,ルカリオV,,F,False
sll_005_021,SLL,005/021,ポケモン,闘,ルカリオVSTAR,,F,False
sll_006_021,SLL,006/021,ポケモン,闘,ランドロス,,F,False
sll_007_021,SLL,007/021,ポケモン,闘,イワンコ,,F,False
sll_008_021,SLL,008/021,ポケモン,闘,タイレーツ,,F,False
sll_009_021,SLL,009/021,ポケモン,闘,バサギリ,,F,False
sll_010_021,SLL,010/021,ポケモン,悪,クロバットV,,D,False
sll_011_021,SLL,011/021,トレーナーズ,グッズ,ガッツのつるはし,,F,False
sll_012_021,SLL,012/021,トレーナーズ,グッズ,クイックボール,,D,False
sll_013_021,SLL,013/021,トレーナーズ,グッズ,ハイパーボール,,F,False
sll_014_021,SLL,014/021,トレーナーズ,グッズ,ポケモンいれかえ,,F,False
sll_015_021,SLL,015/021,トレーナーズ,ポケモンのどうぐ,こだわりベルト,,F,False
sll_016_021,SLL,016/021,トレーナーズ,サポート,サナ,,E,False
sll_017_021,SLL,017/021,トレーナーズ,サポート,ジュン,,F,False
sll_018_021,SLL,018/021,トレーナーズ,サポート,シロナの覇気,,F,False
sll_019_021,SLL,019/021,トレーナーズ,サポート,博士の研究 ナナカマド博士,,F,False
sll_020_021,SLL,020/021,トレーナーズ,サポート,ボスの指令 アカギ,,F,False
sll_021_021,SLL,021/021,エネルギー,無,ダブルターボエネルギー,,F,False
sll_FIG,SLL,FIG,エネルギー,闘,基本闘エネルギー,,,False
