master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
si_001_414,SI,001/414,ポケモン,草,フシギバナV,,E,False
si_002_414,SI,002/414,ポケモン,草,キャタピー,,E,False
si_003_414,SI,003/414,ポケモン,草,トランセル,,E,False
si_004_414,SI,004/414,ポケモン,草,バタフリー,,E,False
si_005_414,SI,005/414,ポケモン,草,ヤンヤンマ,,E,False
si_005_414_m,SI,005/414,ポケモン,草,ヤンヤンマ,,E,True
si_006_414,SI,006/414,ポケモン,草,メガヤンマ,,E,False
si_006_414_m,SI,006/414,ポケモン,草,メガヤンマ,,E,True
si_007_414,SI,007/414,ポケモン,草,ヘラクロス,,E,False
si_007_414_m,SI,007/414,ポケモン,草,ヘラクロス,,E,True
si_008_414,SI,008/414,ポケモン,草,キノココ,,E,False
si_009_414,SI,009/414,ポケモン,草,キノガッサ,,E,False
si_010_414,SI,010/414,ポケモン,草,サボネア,,E,False
si_011_414,SI,011/414,ポケモン,草,ノクタス,,E,False
si_012_414,SI,012/414,ポケモン,草,トロピウス,,E,False
si_013_414,SI,013/414,ポケモン,草,トロピウス,,E,False
si_013_414_m,SI,013/414,ポケモン,草,トロピウス,,E,True
si_014_414,SI,014/414,ポケモン,草,コロトックV,,E,False
si_014_414_m,SI,014/414,ポケモン,草,コロトックV,,E,True
si_015_414,SI,015/414,ポケモン,草,チェリンボ,,E,False
si_016_414,SI,016/414,ポケモン,草,チェリム,,E,False
si_017_414,SI,017/414,ポケモン,草,リーフィアV,,E,False
si_017_414_m,SI,017/414,ポケモン,草,リーフィアV,,E,True
si_018_414,SI,018/414,ポケモン,草,リーフィアVMAX,,E,False
si_019_414,SI,019/414,ポケモン,草,ヤナップ,,E,False
si_020_414,SI,020/414,ポケモン,草,ヤナッキー,,E,False
si_021_414,SI,021/414,ポケモン,草,チュリネ,,E,False
si_022_414,SI,022/414,ポケモン,草,ドレディア,,E,False
si_023_414,SI,023/414,ポケモン,草,イシズマイ,,E,False
si_024_414,SI,024/414,ポケモン,草,イワパレス,,E,False
si_025_414,SI,025/414,ポケモン,草,カブルモ,,F,False
si_025_414_m,SI,025/414,ポケモン,草,カブルモ,,F,True
si_026_414,SI,026/414,ポケモン,草,チョボマキ,,E,False
si_027_414,SI,027/414,ポケモン,草,アギルダー,,E,False
si_028_414,SI,028/414,ポケモン,草,オーロットV,,E,False
si_028_414_m,SI,028/414,ポケモン,草,オーロットV,,E,True
si_029_414,SI,029/414,ポケモン,草,オーロットVMAX,,E,False
si_030_414,SI,030/414,ポケモン,草,シズクモ,,E,False
si_031_414,SI,031/414,ポケモン,草,オニシズクモ,,E,False
si_032_414,SI,032/414,ポケモン,草,カリキリ,,E,False
si_033_414,SI,033/414,ポケモン,草,ラランテス,,E,False
si_034_414,SI,034/414,ポケモン,草,カプ・ブルル,,E,False
si_035_414,SI,035/414,ポケモン,草,サルノリ,,E,False
si_036_414,SI,036/414,ポケモン,草,バチンキー,,E,False
si_037_414,SI,037/414,ポケモン,草,ゴリランダー,,E,False
si_038_414,SI,038/414,ポケモン,草,ヒメンカ,,E,False
si_039_414,SI,039/414,ポケモン,草,ワタシラガ,,E,False
si_040_414,SI,040/414,ポケモン,草,ワタシラガ,,E,False
si_041_414,SI,041/414,ポケモン,草,アップリューV,,E,False
si_042_414,SI,042/414,ポケモン,草,タルップルV,,E,False
si_042_414_m,SI,042/414,ポケモン,草,タルップルV,,E,True
si_043_414,SI,043/414,ポケモン,草,ザルード,,E,False
si_044_414,SI,044/414,ポケモン,草,ザルード,,E,False
si_045_414,SI,045/414,ポケモン,草,ザルードV,,F,False
si_045_414_m,SI,045/414,ポケモン,草,ザルードV,,F,True
si_046_414,SI,046/414,ポケモン,炎,ロコン,,E,False
si_046_414_m,SI,046/414,ポケモン,炎,ロコン,,E,True
si_047_414,SI,047/414,ポケモン,炎,キュウコン,,E,False
si_047_414_m,SI,047/414,ポケモン,炎,キュウコン,,E,True
si_048_414,SI,048/414,ポケモン,炎,キュウコン,,E,False
si_049_414,SI,049/414,ポケモン,炎,ガーディ,,E,False
si_050_414,SI,050/414,ポケモン,炎,ウインディ,,E,False
si_051_414,SI,051/414,ポケモン,炎,ブースターV,,E,False
si_051_414_m,SI,051/414,ポケモン,炎,ブースターV,,E,True
si_052_414,SI,052/414,ポケモン,炎,ブースターVMAX,,E,False
si_053_414,SI,053/414,ポケモン,炎,マグマッグ,,E,False
si_053_414_m,SI,053/414,ポケモン,炎,マグマッグ,,E,True
si_054_414,SI,054/414,ポケモン,炎,マグカルゴ,,E,False
si_054_414_m,SI,054/414,ポケモン,炎,マグカルゴ,,E,True
si_055_414,SI,055/414,ポケモン,炎,エンテイ,,E,False
si_056_414,SI,056/414,ポケモン,炎,エンテイV,,F,False
si_056_414_m,SI,056/414,ポケモン,炎,エンテイV,,F,True
si_057_414,SI,057/414,ポケモン,炎,バシャーモV,,E,False
si_058_414,SI,058/414,ポケモン,炎,コータス,,F,False
si_058_414_m,SI,058/414,ポケモン,炎,コータス,,F,True
si_059_414,SI,059/414,ポケモン,炎,ビクティニV,,E,False
si_060_414,SI,060/414,ポケモン,炎,ビクティニVMAX,,E,False
si_061_414,SI,061/414,ポケモン,炎,バオップ,,E,False
si_062_414,SI,062/414,ポケモン,炎,バオッキー,,E,False
si_063_414,SI,063/414,ポケモン,炎,バオッキーV,,F,False
si_063_414_m,SI,063/414,ポケモン,炎,バオッキーV,,F,True
si_064_414,SI,064/414,ポケモン,炎,クイタラン,,E,False
si_065_414,SI,065/414,ポケモン,炎,ウルガモスV,,E,False
si_066_414,SI,066/414,ポケモン,炎,シシコ,,E,False
si_067_414,SI,067/414,ポケモン,炎,カエンジシ,,E,False
si_068_414,SI,068/414,ポケモン,炎,ヤトウモリ,,E,False
si_069_414,SI,069/414,ポケモン,炎,エンニュート,,E,False
si_070_414,SI,070/414,ポケモン,炎,ヒバニー,,E,False
si_071_414,SI,071/414,ポケモン,炎,ラビフット,,E,False
si_072_414,SI,072/414,ポケモン,炎,エースバーン,,E,False
si_073_414,SI,073/414,ポケモン,炎,エースバーンV,,E,False
si_073_414_m,SI,073/414,ポケモン,炎,エースバーンV,,E,True
si_074_414,SI,074/414,ポケモン,炎,ヤクデ,,E,False
si_075_414,SI,075/414,ポケモン,炎,マルヤクデ,,E,False
si_076_414,SI,076/414,ポケモン,水,コダック,,E,False
si_076_414_m,SI,076/414,ポケモン,水,コダック,,E,True
si_077_414,SI,077/414,ポケモン,水,ゴルダック,,E,False
si_077_414_m,SI,077/414,ポケモン,水,ゴルダック,,E,True
si_078_414,SI,078/414,ポケモン,水,シェルダー,,E,False
si_079_414,SI,079/414,ポケモン,水,パルシェン,,E,False
si_080_414,SI,080/414,ポケモン,水,キングラーV,,,False
si_080_414_m,SI,080/414,ポケモン,水,キングラーV,,,True
si_081_414,SI,081/414,ポケモン,水,キングラーVMAX,,,False
si_082_414,SI,082/414,ポケモン,水,タッツー,,E,False
si_083_414,SI,083/414,ポケモン,水,シードラ,,E,False
si_084_414,SI,084/414,ポケモン,水,キングドラ,,E,False
si_085_414,SI,085/414,ポケモン,水,ヒトデマン,,F,False
si_085_414_m,SI,085/414,ポケモン,水,ヒトデマン,,F,True
si_086_414,SI,086/414,ポケモン,水,ラプラス,,E,False
si_087_414,SI,087/414,ポケモン,水,シャワーズV,,E,False
si_088_414,SI,088/414,ポケモン,水,マリル,,E,False
si_089_414,SI,089/414,ポケモン,水,テッポウオ,,E,False
si_090_414,SI,090/414,ポケモン,水,オクタン,,E,False
si_091_414,SI,091/414,ポケモン,水,マンタイン,,E,False
si_091_414_m,SI,091/414,ポケモン,水,マンタイン,,E,True
si_092_414,SI,092/414,ポケモン,水,スイクンV,,E,False
si_093_414,SI,093/414,ポケモン,水,ミズゴロウ,,E,False
si_094_414,SI,094/414,ポケモン,水,ヌマクロー,,E,False
si_095_414,SI,095/414,ポケモン,水,ラグラージ,,E,False
si_095_414_m,SI,095/414,ポケモン,水,ラグラージ,,E,True
si_096_414,SI,096/414,ポケモン,水,キバニア,,E,False
si_097_414,SI,097/414,ポケモン,水,サメハダー,,E,False
si_098_414,SI,098/414,ポケモン,水,ユキワラシ,,E,False
si_099_414,SI,099/414,ポケモン,水,ユキメノコ,,E,False
si_100_414,SI,100/414,ポケモン,水,エンペルトV,,E,False
si_101_414,SI,101/414,ポケモン,水,ブイゼル,,E,False
si_101_414_m,SI,101/414,ポケモン,水,ブイゼル,,E,True
si_102_414,SI,102/414,ポケモン,水,フローゼル,,E,False
si_102_414_m,SI,102/414,ポケモン,水,フローゼル,,E,True
si_103_414,SI,103/414,ポケモン,水,グレイシアV,,E,False
si_104_414,SI,104/414,ポケモン,水,グレイシアVMAX,,E,False
si_105_414,SI,105/414,ポケモン,水,バスラオ,,E,False
si_106_414,SI,106/414,ポケモン,水,フリージオ,,E,False
si_107_414,SI,107/414,ポケモン,水,ゲッコウガV,,E,False
si_108_414,SI,108/414,ポケモン,水,ウデッポウ,,E,False
si_108_414_m,SI,108/414,ポケモン,水,ウデッポウ,,E,True
si_109_414,SI,109/414,ポケモン,水,ブロスター,,E,False
si_109_414_m,SI,109/414,ポケモン,水,ブロスター,,E,True
si_110_414,SI,110/414,ポケモン,水,カチコール,,E,False
si_111_414,SI,111/414,ポケモン,水,クレベース,,E,False
si_112_414,SI,112/414,ポケモン,水,ケケンカニV,,E,False
si_113_414,SI,113/414,ポケモン,水,ヨワシ,,E,False
si_114_414,SI,114/414,ポケモン,水,ハギギシリ,,E,False
si_114_414_m,SI,114/414,ポケモン,水,ハギギシリ,,E,True
si_115_414,SI,115/414,ポケモン,水,カプ・レヒレ,,E,False
si_116_414,SI,116/414,ポケモン,水,メッソン,,E,False
si_117_414,SI,117/414,ポケモン,水,ジメレオン,,E,False
si_118_414,SI,118/414,ポケモン,水,インテレオン,,E,False
si_119_414,SI,119/414,ポケモン,水,インテレオンV,,E,False
si_120_414,SI,120/414,ポケモン,水,カムカメ,,E,False
si_120_414_m,SI,120/414,ポケモン,水,カムカメ,,E,True
si_121_414,SI,121/414,ポケモン,水,カジリガメ,,E,False
si_121_414_m,SI,121/414,ポケモン,水,カジリガメ,,E,True
si_122_414,SI,122/414,ポケモン,水,ウッウ,,E,False
si_123_414,SI,123/414,ポケモン,水,コオリッポ,,E,False
si_123_414_m,SI,123/414,ポケモン,水,コオリッポ,,E,True
si_124_414,SI,124/414,ポケモン,水,ウオチルドンV,,E,False
si_125_414,SI,125/414,ポケモン,水,はくばバドレックスV,,E,False
si_126_414,SI,126/414,ポケモン,水,はくばバドレックスVMAX,,E,False
si_127_414,SI,127/414,ポケモン,雷,ピカチュウ,,E,False
si_127_414_m,SI,127/414,ポケモン,雷,ピカチュウ,,E,True
si_128_414,SI,128/414,ポケモン,雷,ライチュウ,,E,False
si_128_414_m,SI,128/414,ポケモン,雷,ライチュウ,,E,True
si_129_414,SI,129/414,ポケモン,雷,ピカチュウV,,,False
si_129_414_m,SI,129/414,ポケモン,雷,ピカチュウV,,,True
si_130_414,SI,130/414,ポケモン,雷,サンダースV,,E,False
si_130_414_m,SI,130/414,ポケモン,雷,サンダースV,,E,True
si_131_414,SI,131/414,ポケモン,雷,チョンチー,,E,False
si_132_414,SI,132/414,ポケモン,雷,ランターン,,E,False
si_133_414,SI,133/414,ポケモン,雷,メリープ,,E,False
si_134_414,SI,134/414,ポケモン,雷,モココ,,E,False
si_135_414,SI,135/414,ポケモン,雷,モココ,,E,False
si_136_414,SI,136/414,ポケモン,雷,デンリュウ,,E,False
si_137_414,SI,137/414,ポケモン,雷,ライコウV,,F,False
si_137_414_m,SI,137/414,ポケモン,雷,ライコウV,,F,True
si_138_414,SI,138/414,ポケモン,雷,プラスル,,E,False
si_138_414_m,SI,138/414,ポケモン,雷,プラスル,,E,True
si_139_414,SI,139/414,ポケモン,雷,マイナン,,E,False
si_139_414_m,SI,139/414,ポケモン,雷,マイナン,,E,True
si_140_414,SI,140/414,ポケモン,雷,コリンク,,E,False
si_141_414,SI,141/414,ポケモン,雷,ルクシオ,,E,False
si_142_414,SI,142/414,ポケモン,雷,レントラー,,E,False
si_143_414,SI,143/414,ポケモン,雷,パチリス,,E,False
si_143_414_m,SI,143/414,ポケモン,雷,パチリス,,E,True
si_144_414,SI,144/414,ポケモン,雷,エモンガ,,E,False
si_144_414_m,SI,144/414,ポケモン,雷,エモンガ,,E,True
si_145_414,SI,145/414,ポケモン,雷,エモンガ,,E,False
si_146_414,SI,146/414,ポケモン,雷,ボルトロス,,E,False
si_147_414,SI,147/414,ポケモン,雷,エリキテル,,E,False
si_147_414_m,SI,147/414,ポケモン,雷,エリキテル,,E,True
si_148_414,SI,148/414,ポケモン,雷,エレザード,,E,False
si_148_414_m,SI,148/414,ポケモン,雷,エレザード,,E,True
si_149_414,SI,149/414,ポケモン,雷,カプ・コケコV,,E,False
si_150_414,SI,150/414,ポケモン,雷,カプ・コケコVMAX,,E,False
si_151_414,SI,151/414,ポケモン,雷,ゼラオラ,,E,False
si_152_414,SI,152/414,ポケモン,雷,ゼラオラ,,E,False
si_153_414,SI,153/414,ポケモン,雷,ワンパチ,,E,False
si_153_414_m,SI,153/414,ポケモン,雷,ワンパチ,,E,True
si_154_414,SI,154/414,ポケモン,雷,パルスワン,,E,False
si_155_414,SI,155/414,ポケモン,雷,パルスワンV,,E,False
si_155_414_m,SI,155/414,ポケモン,雷,パルスワンV,,E,True
si_156_414,SI,156/414,ポケモン,雷,パルスワンV,,E,False
si_157_414,SI,157/414,ポケモン,雷,エレズン,,E,False
si_158_414,SI,158/414,ポケモン,雷,ストリンダー,,E,False
si_158_414_m,SI,158/414,ポケモン,雷,ストリンダー,,E,True
si_159_414,SI,159/414,ポケモン,雷,モルペコ,,E,False
si_160_414,SI,160/414,ポケモン,雷,パッチラゴンV,,E,False
si_161_414,SI,161/414,ポケモン,雷,パッチラゴンVMAX,,E,False
si_162_414,SI,162/414,ポケモン,超,プリン,,E,False
si_163_414,SI,163/414,ポケモン,超,ガラルギャロップV,,E,False
si_164_414,SI,164/414,ポケモン,超,ガラルヤドン,,E,False
si_164_414_m,SI,164/414,ポケモン,超,ガラルヤドン,,E,True
si_165_414,SI,165/414,ポケモン,超,スリープ,,E,False
si_166_414,SI,166/414,ポケモン,超,スリーパー,,E,False
si_167_414,SI,167/414,ポケモン,超,スターミー,,F,False
si_167_414_m,SI,167/414,ポケモン,超,スターミー,,F,True
si_168_414,SI,168/414,ポケモン,超,ルージュラ,,E,False
si_169_414,SI,169/414,ポケモン,超,ガラルフリーザーV,,E,False
si_170_414,SI,170/414,ポケモン,超,ミュウツー,,F,False
si_170_414_m,SI,170/414,ポケモン,超,ミュウツー,,F,True
si_171_414,SI,171/414,ポケモン,超,ミュウ,,E,False
si_171_414_m,SI,171/414,ポケモン,超,ミュウ,,E,True
si_172_414,SI,172/414,ポケモン,超,エーフィV,,E,False
si_173_414,SI,173/414,ポケモン,超,エーフィVMAX,,E,False
si_174_414,SI,174/414,ポケモン,超,グランブルV,,F,False
si_175_414,SI,175/414,ポケモン,超,ラルトス,,E,False
si_176_414,SI,176/414,ポケモン,超,キルリア,,E,False
si_177_414,SI,177/414,ポケモン,超,サーナイト,,E,False
si_178_414,SI,178/414,ポケモン,超,バネブー,,E,False
si_179_414,SI,179/414,ポケモン,超,ブーピッグ,,E,False
si_180_414,SI,180/414,ポケモン,超,ヤジロン,,E,False
si_181_414,SI,181/414,ポケモン,超,ネンドール,,E,False
si_182_414,SI,182/414,ポケモン,超,クレセリア,,E,False
si_182_414_m,SI,182/414,ポケモン,超,クレセリア,,E,True
si_183_414,SI,183/414,ポケモン,超,コロモリ,,E,False
si_184_414,SI,184/414,ポケモン,超,ココロモリ,,E,False
si_185_414,SI,185/414,ポケモン,超,シンボラー,,E,False
si_185_414_m,SI,185/414,ポケモン,超,シンボラー,,E,True
si_186_414,SI,186/414,ポケモン,超,ゴビット,,E,False
si_187_414,SI,187/414,ポケモン,超,ゴルーグ,,E,False
si_188_414,SI,188/414,ポケモン,超,ゴルーグV,,E,False
si_189_414,SI,189/414,ポケモン,超,ニャスパー,,E,False
si_190_414,SI,190/414,ポケモン,超,ニャオニクス,,E,False
si_191_414,SI,191/414,ポケモン,超,ニンフィアV,,E,False
si_191_414_m,SI,191/414,ポケモン,超,ニンフィアV,,E,True
si_192_414,SI,192/414,ポケモン,超,ニンフィアVMAX,,E,False
si_193_414,SI,193/414,ポケモン,超,アブリー,,E,False
si_194_414,SI,194/414,ポケモン,超,アブリボン,,E,False
si_195_414,SI,195/414,ポケモン,超,スナバァ,,E,False
si_196_414,SI,196/414,ポケモン,超,シロデスナ,,E,False
si_197_414,SI,197/414,ポケモン,超,ミミッキュV,,E,False
si_198_414,SI,198/414,ポケモン,超,ネクロズマV,,E,False
si_199_414,SI,199/414,ポケモン,超,ミブリム,,E,False
si_199_414_m,SI,199/414,ポケモン,超,ミブリム,,E,True
si_200_414,SI,200/414,ポケモン,超,テブリム,,E,False
si_200_414_m,SI,200/414,ポケモン,超,テブリム,,E,True
si_201_414,SI,201/414,ポケモン,超,ブリムオン,,E,False
si_201_414_m,SI,201/414,ポケモン,超,ブリムオン,,E,True
si_202_414,SI,202/414,ポケモン,超,イエッサン,,E,False
si_203_414,SI,203/414,ポケモン,超,こくばバドレックスV,,E,False
si_204_414,SI,204/414,ポケモン,超,こくばバドレックスVMAX,,E,False
si_205_414,SI,205/414,ポケモン,闘,サンド,,E,False
si_206_414,SI,206/414,ポケモン,闘,ディグダ,,E,False
si_207_414,SI,207/414,ポケモン,闘,ダグトリオ,,E,False
si_208_414,SI,208/414,ポケモン,闘,マンキー,,E,False
si_209_414,SI,209/414,ポケモン,闘,オコリザル,,E,False
si_210_414,SI,210/414,ポケモン,闘,ガラルカモネギ,,E,False
si_211_414,SI,211/414,ポケモン,闘,ガラルネギガナイト,,E,False
si_212_414,SI,212/414,ポケモン,闘,イワーク,,E,False
si_213_414,SI,213/414,ポケモン,闘,ハガネール,,E,False
si_214_414,SI,214/414,ポケモン,闘,カラカラ,,E,False
si_215_414,SI,215/414,ポケモン,闘,ガラガラ,,E,False
si_216_414,SI,216/414,ポケモン,闘,エビワラー,,E,False
si_217_414,SI,217/414,ポケモン,闘,ガラルサンダーV,,E,False
si_218_414,SI,218/414,ポケモン,闘,カポエラー,,F,False
si_218_414_m,SI,218/414,ポケモン,闘,カポエラー,,F,True
si_219_414,SI,219/414,ポケモン,闘,マクノシタ,,E,False
si_220_414,SI,220/414,ポケモン,闘,ハリテヤマ,,E,False
si_221_414,SI,221/414,ポケモン,闘,チャーレムV,,E,False
si_221_414_m,SI,221/414,ポケモン,闘,チャーレムV,,E,True
si_222_414,SI,222/414,ポケモン,闘,ナックラー,,F,False
si_223_414,SI,223/414,ポケモン,闘,ビブラーバ,,F,False
si_224_414,SI,224/414,ポケモン,闘,フライゴン,,F,False
si_225_414,SI,225/414,ポケモン,闘,ルカリオV,,E,False
