master_id,expansion,cn,card_type,sub_type,name,rarity,regulation,is_mirror
s10b_001_071,S10b,001/071,ポケモン,草,フシギダネ,C,F,False
s10b_002_071,S10b,002/071,ポケモン,草,フシギソウ,U,F,False
s10b_003_071,S10b,003/071,ポケモン,草,フシギバナ,R,F,False
s10b_004_071,S10b,004/071,ポケモン,草,かがやくフシギバナ,K,F,False
s10b_005_071,S10b,005/071,ポケモン,草,アローラナッシーV,RR,F,False
s10b_006_071,S10b,006/071,ポケモン,草,イトマル,C,F,False
s10b_007_071,S10b,007/071,ポケモン,草,アリアドス,C,F,False
s10b_008_071,S10b,008/071,ポケモン,炎,ヒトカゲ,C,F,False
s10b_009_071,S10b,009/071,ポケモン,炎,リザード,U,F,False
s10b_010_071,S10b,010/071,ポケモン,炎,リザードン,R,F,False
s10b_011_071,S10b,011/071,ポケモン,炎,かがやくリザードン,K,F,False
s10b_012_071,S10b,012/071,ポケモン,炎,ファイヤー,R,F,False
s10b_013_071,S10b,013/071,ポケモン,炎,ドンメル,C,F,False
s10b_014_071,S10b,014/071,ポケモン,炎,バクーダ,C,F,False
s10b_015_071,S10b,015/071,ポケモン,水,ゼニガメ,C,F,False
s10b_016_071,S10b,016/071,ポケモン,水,カメール,U,F,False
s10b_017_071,S10b,017/071,ポケモン,水,カメックス,C,F,False
s10b_018_071,S10b,018/071,ポケモン,水,かがやくカメックス,K,F,False
s10b_019_071,S10b,019/071,ポケモン,水,ヤドン,C,F,False
s10b_020_071,S10b,020/071,ポケモン,水,ヤドラン,U,F,False
s10b_021_071,S10b,021/071,ポケモン,水,コイキング,C,F,False
s10b_022_071,S10b,022/071,ポケモン,水,ギャラドス,R,F,False
s10b_023_071,S10b,023/071,ポケモン,水,ラプラス,R,F,False
s10b_024_071,S10b,024/071,ポケモン,水,フリーザー,R,F,False
s10b_025_071,S10b,025/071,ポケモン,水,コソクムシ,C,F,False
s10b_026_071,S10b,026/071,ポケモン,水,グソクムシャ,R,F,False
s10b_027_071,S10b,027/071,ポケモン,雷,ピカチュウ,C,F,False
s10b_028_071,S10b,028/071,ポケモン,雷,ピカチュウ,R,F,False
s10b_029_071,S10b,029/071,ポケモン,雷,サンダー,R,F,False
s10b_030_071,S10b,030/071,ポケモン,超,ミュウツーV,RR,F,False
s10b_031_071,S10b,031/071,ポケモン,超,ミュウツーVSTAR,RRR,F,False
s10b_032_071,S10b,032/071,ポケモン,超,ネイティ,C,F,False
s10b_033_071,S10b,033/071,ポケモン,超,ネイティオ,U,F,False
s10b_034_071,S10b,034/071,ポケモン,超,ルナトーン,U,F,False
s10b_035_071,S10b,035/071,ポケモン,超,ニンフィア,R,F,False
s10b_036_071,S10b,036/071,ポケモン,闘,イワーク,C,F,False
s10b_037_071,S10b,037/071,ポケモン,闘,ヨーギラス,C,F,False
s10b_038_071,S10b,038/071,ポケモン,闘,サナギラス,U,F,False
s10b_039_071,S10b,039/071,ポケモン,闘,ソルロック,U,F,False
s10b_040_071,S10b,040/071,ポケモン,闘,ローブシンV,RR,F,False
s10b_041_071,S10b,041/071,ポケモン,悪,アローラコラッタ,C,F,False
s10b_042_071,S10b,042/071,ポケモン,悪,アローララッタ,C,F,False
s10b_043_071,S10b,043/071,ポケモン,悪,バンギラス,R,F,False
s10b_044_071,S10b,044/071,ポケモン,鋼,ハガネール,U,F,False
s10b_045_071,S10b,045/071,ポケモン,鋼,メルタン,C,F,False
s10b_046_071,S10b,046/071,ポケモン,鋼,メルメタル,R,F,False
s10b_047_071,S10b,047/071,ポケモン,鋼,メルメタルV,RR,F,False
s10b_048_071,S10b,048/071,ポケモン,鋼,メルメタルVMAX,RRR,F,False
s10b_049_071,S10b,049/071,ポケモン,竜,カイリューV,RR,F,False
s10b_050_071,S10b,050/071,ポケモン,竜,カイリューVSTAR,RRR,F,False
s10b_051_071,S10b,051/071,ポケモン,無,ラッキー,U,F,False
s10b_052_071,S10b,052/071,ポケモン,無,ハピナス,R,F,False
s10b_053_071,S10b,053/071,ポケモン,無,メタモン,-,F,False
s10b_054_071,S10b,054/071,ポケモン,無,イーブイ,C,F,False
s10b_055_071,S10b,055/071,ポケモン,無,かがやくイーブイ,K,F,False
s10b_056_071,S10b,056/071,ポケモン,無,カビゴン,R,F,False
s10b_057_071,S10b,057/071,ポケモン,無,エイパム,C,F,False
s10b_058_071,S10b,058/071,ポケモン,無,エテボース,C,F,False
s10b_059_071,S10b,059/071,ポケモン,無,ケッキングV,RR,F,False
s10b_060_071,S10b,060/071,ポケモン,無,ビッパ,C,F,False
s10b_061_071,S10b,061/071,ポケモン,無,ビーダル,C,F,False
s10b_062_071,S10b,062/071,ポケモン,無,マメパト,C,F,False
